Starting Ecommerce Simulator. Producing to topic: ecommerce_events
Sent: add_to_cart - User: user_4105 - $116.41
Sent: checkout - User: user_5509 - $198.77
Sent: checkout - User: user_5534 - $370.53
Sent: add_to_cart - User: user_3909 - $341.23
Sent: add_to_cart - User: user_1970 - $299.03
Sent: add_to_cart - User: user_7038 - $148.56
Sent: add_to_cart - User: user_4636 - $153.18
Sent: add_to_cart - User: user_9100 - $406.35
Sent: checkout - User: user_6969 - $32.63
Sent: add_to_cart - User: user_3852 - $401.36
Sent: checkout - User: user_5196 - $429.41
Sent: checkout - User: user_4321 - $72.29
Sent: add_to_cart - User: user_1597 - $181.93
Sent: add_to_cart - User: user_1467 - $136.38
Sent: add_to_cart - User: user_6569 - $282.28
Sent: add_to_cart - User: user_9415 - $349.44
Sent: add_to_cart - User: user_7497 - $55.43
Sent: add_to_cart - User: user_8111 - $159.66
Sent: add_to_cart - User: user_1460 - $103.23
Sent: add_to_cart - User: user_8346 - $263.16
Sent: add_to_cart - User: user_5304 - $447.07
Sent: checkout - User: user_2156 - $366.89
Sent: checkout - User: user_2186 - $55.85
Sent: checkout - User: user_6480 - $279.6
Sent: checkout - User: user_6116 - $207.09
Sent: add_to_cart - User: user_8427 - $390.56
Sent: checkout - User: user_6953 - $191.95
Sent: add_to_cart - User: user_8717 - $489.46
Sent: add_to_cart - User: user_1497 - $459.02
Sent: add_to_cart - User: user_2874 - $222.35
Sent: checkout - User: user_4560 - $336.16
Sent: checkout - User: user_5751 - $134.65
Sent: add_to_cart - User: user_6853 - $235.49
Sent: add_to_cart - User: user_4832 - $224.22
Sent: add_to_cart - User: user_4082 - $206.57
Sent: add_to_cart - User: user_8171 - $244.35
Sent: checkout - User: user_5921 - $450.32
Sent: add_to_cart - User: user_6558 - $420.61
Sent: checkout - User: user_6023 - $170.33
Sent: add_to_cart - User: user_6879 - $18.79
Sent: add_to_cart - User: user_3484 - $119.95
Sent: checkout - User: user_5029 - $199.95
Sent: add_to_cart - User: user_8610 - $93.62
Sent: add_to_cart - User: user_3065 - $68.93
Sent: add_to_cart - User: user_9108 - $142.4
Sent: checkout - User: user_4899 - $296.82
Sent: checkout - User: user_9369 - $363.83
Sent: add_to_cart - User: user_3217 - $170.51
Sent: add_to_cart - User: user_7032 - $207.93
Sent: add_to_cart - User: user_8950 - $115.24
Sent: add_to_cart - User: user_6992 - $275.03
Sent: add_to_cart - User: user_7885 - $82.27
Sent: add_to_cart - User: user_3689 - $240.53
Sent: checkout - User: user_4243 - $39.82
Sent: add_to_cart - User: user_7602 - $131.01
Sent: checkout - User: user_2079 - $385.31
Sent: add_to_cart - User: user_3221 - $268.65
Sent: checkout - User: user_4778 - $388.79
Sent: add_to_cart - User: user_1651 - $18.13
Sent: add_to_cart - User: user_9627 - $31.44
Sent: checkout - User: user_2569 - $417.59
Sent: add_to_cart - User: user_1686 - $495.14
Sent: add_to_cart - User: user_8366 - $425.76
Sent: checkout - User: user_1915 - $99.4
Sent: add_to_cart - User: user_2422 - $222.13
Sent: checkout - User: user_9815 - $185.0
Sent: add_to_cart - User: user_6586 - $202.56
Sent: add_to_cart - User: user_8529 - $58.88
Sent: add_to_cart - User: user_2126 - $450.13
Sent: checkout - User: user_4348 - $234.36
Sent: add_to_cart - User: user_6621 - $367.58
Sent: add_to_cart - User: user_1597 - $85.82
Sent: add_to_cart - User: user_6387 - $255.41
Sent: add_to_cart - User: user_6009 - $459.43
Sent: add_to_cart - User: user_4078 - $371.35
Sent: checkout - User: user_3872 - $258.61
Sent: add_to_cart - User: user_2236 - $305.71
Sent: add_to_cart - User: user_5486 - $56.1
Sent: add_to_cart - User: user_8280 - $467.18
Sent: checkout - User: user_8042 - $284.02
Sent: add_to_cart - User: user_5972 - $474.84
Sent: add_to_cart - User: user_1044 - $282.33
Sent: add_to_cart - User: user_8974 - $442.81
Sent: checkout - User: user_3888 - $111.55
Sent: add_to_cart - User: user_9369 - $281.24
Sent: add_to_cart - User: user_2309 - $385.55
Sent: add_to_cart - User: user_7662 - $420.94
Sent: checkout - User: user_3467 - $218.95
Sent: add_to_cart - User: user_2787 - $324.93
Sent: checkout - User: user_6299 - $284.63
Sent: checkout - User: user_1288 - $477.11
Sent: add_to_cart - User: user_7171 - $392.68
Sent: checkout - User: user_3534 - $483.92
Sent: add_to_cart - User: user_8201 - $99.02
Sent: checkout - User: user_7322 - $422.58
Sent: checkout - User: user_6730 - $309.06
Sent: add_to_cart - User: user_9269 - $315.13
Sent: checkout - User: user_9458 - $255.2
Sent: checkout - User: user_4136 - $126.65
Sent: add_to_cart - User: user_2140 - $256.72
Sent: checkout - User: user_2958 - $479.45
Sent: add_to_cart - User: user_7946 - $32.69
Sent: add_to_cart - User: user_3975 - $103.93
Sent: checkout - User: user_7193 - $117.68
Sent: add_to_cart - User: user_9041 - $357.62
Sent: checkout - User: user_7630 - $465.64
Sent: add_to_cart - User: user_9230 - $309.48
Sent: checkout - User: user_4681 - $389.6
Sent: add_to_cart - User: user_6983 - $307.42
Sent: checkout - User: user_8789 - $374.81
Sent: checkout - User: user_5649 - $467.25
Sent: checkout - User: user_4071 - $67.84
Sent: add_to_cart - User: user_4613 - $184.42
Sent: add_to_cart - User: user_4217 - $76.86
Sent: add_to_cart - User: user_8169 - $329.46
Sent: add_to_cart - User: user_7298 - $290.85
Sent: checkout - User: user_1478 - $486.07
Sent: add_to_cart - User: user_3484 - $460.41
Sent: checkout - User: user_2190 - $340.24
Sent: add_to_cart - User: user_1728 - $278.31
Sent: add_to_cart - User: user_6128 - $248.94
Sent: add_to_cart - User: user_5966 - $495.39
Sent: add_to_cart - User: user_7490 - $248.86
Sent: add_to_cart - User: user_1457 - $221.4
Sent: add_to_cart - User: user_1832 - $364.75
Sent: add_to_cart - User: user_9072 - $254.05
Sent: add_to_cart - User: user_4339 - $176.09
Sent: add_to_cart - User: user_9862 - $248.04
Sent: add_to_cart - User: user_2174 - $443.85
Sent: checkout - User: user_9565 - $119.61
Sent: add_to_cart - User: user_1520 - $320.11
Sent: checkout - User: user_4886 - $348.78
Sent: add_to_cart - User: user_7567 - $402.22
Sent: checkout - User: user_1649 - $88.51
Sent: add_to_cart - User: user_7768 - $319.22
Sent: add_to_cart - User: user_9621 - $275.29
Sent: add_to_cart - User: user_4647 - $407.34
Sent: add_to_cart - User: user_6041 - $192.93
Sent: checkout - User: user_1450 - $138.62
Sent: add_to_cart - User: user_9680 - $352.59
Sent: add_to_cart - User: user_7090 - $481.23
Sent: add_to_cart - User: user_5218 - $48.1
Sent: add_to_cart - User: user_5181 - $424.32
Sent: add_to_cart - User: user_9592 - $375.8
Sent: add_to_cart - User: user_2360 - $411.6
Sent: add_to_cart - User: user_4060 - $373.63
Sent: checkout - User: user_6002 - $322.34
Sent: add_to_cart - User: user_8495 - $328.52
Sent: add_to_cart - User: user_8506 - $418.33
Sent: add_to_cart - User: user_4658 - $281.79
Sent: add_to_cart - User: user_6890 - $307.6
Sent: add_to_cart - User: user_1117 - $362.06
Sent: add_to_cart - User: user_9535 - $350.87
Sent: add_to_cart - User: user_5627 - $257.82
Sent: add_to_cart - User: user_9470 - $74.71
Sent: checkout - User: user_4520 - $363.9
Sent: checkout - User: user_4836 - $16.82
Sent: add_to_cart - User: user_5497 - $110.76
Sent: add_to_cart - User: user_9961 - $154.1
Sent: add_to_cart - User: user_8159 - $417.06
Sent: checkout - User: user_5758 - $181.57
Sent: add_to_cart - User: user_7362 - $486.79
Sent: checkout - User: user_7170 - $94.58
Sent: add_to_cart - User: user_9513 - $267.6
Sent: add_to_cart - User: user_3111 - $283.53
Sent: add_to_cart - User: user_5063 - $130.97
Sent: add_to_cart - User: user_4619 - $241.42
Sent: add_to_cart - User: user_8998 - $339.2
Sent: add_to_cart - User: user_8026 - $196.06
Sent: checkout - User: user_4766 - $444.21
Sent: add_to_cart - User: user_2666 - $122.46
Sent: checkout - User: user_6150 - $320.38
Sent: add_to_cart - User: user_9866 - $26.51
Sent: checkout - User: user_5389 - $319.03
Sent: checkout - User: user_1891 - $336.89
Sent: checkout - User: user_4310 - $90.12
Sent: checkout - User: user_9556 - $463.3
Sent: add_to_cart - User: user_6330 - $449.66
Sent: add_to_cart - User: user_1632 - $224.36
Sent: add_to_cart - User: user_3441 - $491.95
Sent: add_to_cart - User: user_2800 - $359.39
Sent: add_to_cart - User: user_9954 - $251.26
Sent: add_to_cart - User: user_3522 - $63.28
Sent: add_to_cart - User: user_3883 - $105.28
Sent: checkout - User: user_2443 - $218.92
Sent: add_to_cart - User: user_8105 - $104.44
Sent: checkout - User: user_8980 - $483.91
Sent: add_to_cart - User: user_8649 - $323.19
Sent: checkout - User: user_6762 - $393.76
Sent: checkout - User: user_6334 - $342.18
Sent: add_to_cart - User: user_6760 - $93.63
Sent: checkout - User: user_3407 - $339.49
Sent: add_to_cart - User: user_1331 - $360.81
Sent: add_to_cart - User: user_1138 - $313.47
Sent: add_to_cart - User: user_9762 - $65.69
Sent: add_to_cart - User: user_8915 - $62.43
Sent: add_to_cart - User: user_7994 - $371.67
Sent: add_to_cart - User: user_7487 - $352.48
Sent: checkout - User: user_3508 - $174.36
Sent: add_to_cart - User: user_1632 - $267.24
Sent: add_to_cart - User: user_2652 - $266.29
Sent: checkout - User: user_2750 - $421.21
Sent: add_to_cart - User: user_3997 - $344.09
Sent: checkout - User: user_7653 - $399.76
Sent: add_to_cart - User: user_3065 - $97.26
Sent: add_to_cart - User: user_9816 - $445.9
Sent: add_to_cart - User: user_2012 - $288.68
Sent: checkout - User: user_4472 - $84.59
Sent: checkout - User: user_3366 - $275.49
Sent: add_to_cart - User: user_7430 - $485.19
Sent: add_to_cart - User: user_3838 - $168.51
Sent: add_to_cart - User: user_7267 - $420.69
Sent: add_to_cart - User: user_5110 - $279.45
Sent: add_to_cart - User: user_6771 - $374.21
Sent: add_to_cart - User: user_6187 - $25.51
Sent: checkout - User: user_6737 - $250.12
Sent: add_to_cart - User: user_7478 - $55.32
Sent: add_to_cart - User: user_4280 - $258.68
Sent: add_to_cart - User: user_1182 - $283.74
Sent: add_to_cart - User: user_6349 - $411.15
Sent: checkout - User: user_1823 - $225.22
Sent: checkout - User: user_6544 - $415.3
Sent: add_to_cart - User: user_3976 - $330.95
Sent: add_to_cart - User: user_8970 - $395.34
Sent: add_to_cart - User: user_3834 - $96.23
Sent: add_to_cart - User: user_3823 - $401.97
Sent: checkout - User: user_1119 - $280.03
Sent: add_to_cart - User: user_7035 - $163.7
Sent: checkout - User: user_7599 - $456.44
Sent: add_to_cart - User: user_5838 - $344.81
Sent: add_to_cart - User: user_5659 - $138.07
Sent: add_to_cart - User: user_7615 - $241.29
Sent: add_to_cart - User: user_8640 - $181.14
Sent: add_to_cart - User: user_5437 - $83.86
Sent: add_to_cart - User: user_9457 - $432.2
Sent: add_to_cart - User: user_9005 - $305.8
Sent: checkout - User: user_5683 - $40.57
Sent: checkout - User: user_6818 - $372.51
Sent: add_to_cart - User: user_6904 - $23.51
Sent: add_to_cart - User: user_3226 - $79.38
Sent: add_to_cart - User: user_9041 - $223.66
Sent: checkout - User: user_1532 - $366.03
Sent: add_to_cart - User: user_9857 - $247.5
Sent: add_to_cart - User: user_3198 - $170.85
Sent: checkout - User: user_3843 - $380.72
Sent: add_to_cart - User: user_4326 - $476.06
Sent: checkout - User: user_4207 - $202.49
Sent: add_to_cart - User: user_4894 - $198.87
Sent: add_to_cart - User: user_7444 - $21.72
Sent: add_to_cart - User: user_8282 - $43.09
Sent: add_to_cart - User: user_6395 - $31.05
Sent: add_to_cart - User: user_4907 - $214.25
Sent: add_to_cart - User: user_7916 - $120.1
Sent: add_to_cart - User: user_6370 - $239.92
Sent: add_to_cart - User: user_9822 - $302.88
Sent: add_to_cart - User: user_7897 - $280.46
Sent: add_to_cart - User: user_3624 - $60.18
Sent: add_to_cart - User: user_9416 - $23.75
Sent: add_to_cart - User: user_7654 - $374.4
Sent: add_to_cart - User: user_9800 - $306.75
Sent: add_to_cart - User: user_2921 - $309.61
Sent: add_to_cart - User: user_2026 - $492.6
Sent: checkout - User: user_2487 - $387.72
Sent: add_to_cart - User: user_2110 - $418.02
Sent: add_to_cart - User: user_5305 - $358.67
Sent: add_to_cart - User: user_3412 - $191.9
Sent: checkout - User: user_8683 - $380.74
Sent: add_to_cart - User: user_1822 - $111.24
Sent: checkout - User: user_8906 - $208.24
Sent: add_to_cart - User: user_8471 - $439.22
Sent: add_to_cart - User: user_5250 - $445.13
Sent: checkout - User: user_9154 - $195.2
Sent: checkout - User: user_2436 - $226.76
Sent: add_to_cart - User: user_2073 - $325.71
Sent: add_to_cart - User: user_1122 - $226.7
Sent: add_to_cart - User: user_6521 - $93.63
Sent: add_to_cart - User: user_6711 - $62.59
Sent: add_to_cart - User: user_4146 - $226.0
Sent: add_to_cart - User: user_7358 - $238.92
Sent: checkout - User: user_5314 - $462.9
Sent: checkout - User: user_1043 - $110.54
Sent: checkout - User: user_2048 - $465.85
Sent: checkout - User: user_5982 - $38.59
Sent: add_to_cart - User: user_2131 - $26.78
Sent: add_to_cart - User: user_5199 - $42.42
Sent: add_to_cart - User: user_2762 - $371.92
Sent: checkout - User: user_1115 - $227.21
Sent: add_to_cart - User: user_2068 - $100.65
Sent: add_to_cart - User: user_2575 - $301.74
Sent: add_to_cart - User: user_6458 - $98.17
Sent: checkout - User: user_4119 - $276.58
Sent: add_to_cart - User: user_2771 - $71.05
Sent: add_to_cart - User: user_4709 - $348.35
Sent: add_to_cart - User: user_5234 - $461.21
Sent: add_to_cart - User: user_6166 - $374.44
Sent: add_to_cart - User: user_9845 - $88.47
Sent: add_to_cart - User: user_3524 - $194.91
Sent: add_to_cart - User: user_5243 - $47.94
Sent: add_to_cart - User: user_4536 - $133.2
Sent: add_to_cart - User: user_2320 - $413.36
Sent: checkout - User: user_8670 - $366.43
Sent: add_to_cart - User: user_8422 - $161.91
Sent: add_to_cart - User: user_2570 - $463.34
Sent: add_to_cart - User: user_5857 - $367.74
Sent: add_to_cart - User: user_3240 - $370.28
Sent: add_to_cart - User: user_4428 - $485.31
Sent: checkout - User: user_5577 - $162.71
Sent: add_to_cart - User: user_8314 - $27.63
Sent: add_to_cart - User: user_3619 - $20.26
Sent: add_to_cart - User: user_7534 - $414.98
Sent: checkout - User: user_7687 - $332.17
Sent: add_to_cart - User: user_6438 - $46.7
Sent: add_to_cart - User: user_2511 - $438.72
Sent: add_to_cart - User: user_5778 - $189.15
Sent: add_to_cart - User: user_3837 - $376.61
Sent: checkout - User: user_1804 - $305.87
Sent: add_to_cart - User: user_8427 - $36.57
Sent: add_to_cart - User: user_3022 - $147.78
Sent: checkout - User: user_2648 - $472.81
Sent: add_to_cart - User: user_6589 - $154.42
Sent: add_to_cart - User: user_8538 - $156.5
Sent: checkout - User: user_7677 - $377.96
Sent: add_to_cart - User: user_4703 - $146.91
Sent: add_to_cart - User: user_1879 - $119.08
Sent: add_to_cart - User: user_1564 - $287.3
Sent: add_to_cart - User: user_8441 - $20.36
Sent: add_to_cart - User: user_8562 - $53.3
Sent: add_to_cart - User: user_6865 - $271.76
Sent: checkout - User: user_2144 - $144.34
Sent: checkout - User: user_8446 - $125.62
Sent: add_to_cart - User: user_8769 - $20.17
Sent: checkout - User: user_2557 - $242.61
Sent: add_to_cart - User: user_4167 - $60.76
Sent: add_to_cart - User: user_9680 - $460.14
Sent: checkout - User: user_1292 - $264.18
Sent: checkout - User: user_5809 - $234.64
Sent: add_to_cart - User: user_9204 - $105.4
Sent: checkout - User: user_9886 - $237.81
Sent: add_to_cart - User: user_3820 - $443.66
Sent: add_to_cart - User: user_5620 - $62.63
Sent: checkout - User: user_5682 - $112.87
Sent: checkout - User: user_4373 - $214.65
Sent: add_to_cart - User: user_8323 - $375.34
Sent: add_to_cart - User: user_3568 - $479.68
Sent: add_to_cart - User: user_3935 - $396.35
Sent: checkout - User: user_4147 - $202.65
Sent: add_to_cart - User: user_3223 - $79.7
Sent: add_to_cart - User: user_2978 - $42.28
Sent: add_to_cart - User: user_8372 - $65.24
Sent: add_to_cart - User: user_9063 - $454.68
Sent: add_to_cart - User: user_6339 - $95.24
Sent: add_to_cart - User: user_5133 - $209.81
Sent: checkout - User: user_6729 - $348.63
Sent: add_to_cart - User: user_5208 - $329.59
Sent: add_to_cart - User: user_7009 - $292.05
Sent: checkout - User: user_9407 - $287.78
Sent: add_to_cart - User: user_6672 - $314.25
Sent: add_to_cart - User: user_6927 - $477.41
Sent: add_to_cart - User: user_5090 - $157.95
Sent: add_to_cart - User: user_3756 - $369.38
Sent: add_to_cart - User: user_3604 - $436.52
Sent: add_to_cart - User: user_6870 - $492.92
Sent: checkout - User: user_7175 - $160.87
Sent: add_to_cart - User: user_7884 - $41.99
Sent: add_to_cart - User: user_8554 - $114.51
Sent: add_to_cart - User: user_1608 - $42.54
Sent: checkout - User: user_7962 - $232.46
Sent: add_to_cart - User: user_3879 - $352.16
Sent: add_to_cart - User: user_9165 - $135.24
Sent: add_to_cart - User: user_6368 - $302.15
Sent: add_to_cart - User: user_1423 - $468.2
Sent: checkout - User: user_7325 - $199.81
Sent: add_to_cart - User: user_3019 - $33.89
Sent: add_to_cart - User: user_8918 - $258.59
Sent: add_to_cart - User: user_4703 - $46.18
Sent: add_to_cart - User: user_1670 - $372.68
Sent: add_to_cart - User: user_7609 - $442.46
Sent: checkout - User: user_5425 - $163.95
Sent: add_to_cart - User: user_6229 - $211.47
Sent: checkout - User: user_1961 - $85.75
Sent: add_to_cart - User: user_2175 - $415.47
Sent: add_to_cart - User: user_4280 - $239.26
Sent: add_to_cart - User: user_3429 - $307.28
Sent: checkout - User: user_5552 - $426.83
Sent: add_to_cart - User: user_2773 - $381.09
Sent: add_to_cart - User: user_9437 - $381.84
Sent: checkout - User: user_7119 - $258.89
Sent: add_to_cart - User: user_1763 - $268.78
Sent: checkout - User: user_7348 - $140.43
Sent: checkout - User: user_7631 - $29.46
Sent: checkout - User: user_3158 - $187.26
Sent: checkout - User: user_9511 - $371.41
Sent: add_to_cart - User: user_7986 - $150.28
Sent: add_to_cart - User: user_8759 - $413.75
Sent: checkout - User: user_6941 - $365.79
Sent: checkout - User: user_5963 - $211.12
Sent: add_to_cart - User: user_5027 - $371.63
Sent: checkout - User: user_9011 - $19.92
Sent: checkout - User: user_1119 - $422.7
Sent: add_to_cart - User: user_5181 - $292.22
Sent: add_to_cart - User: user_1687 - $371.02
Sent: add_to_cart - User: user_7238 - $391.21
Sent: add_to_cart - User: user_1356 - $230.73
Sent: add_to_cart - User: user_8160 - $163.78
Sent: add_to_cart - User: user_5841 - $270.91
Sent: add_to_cart - User: user_1960 - $107.88
Sent: add_to_cart - User: user_1466 - $225.7
Sent: add_to_cart - User: user_3542 - $42.83
Sent: add_to_cart - User: user_2141 - $363.48
Sent: add_to_cart - User: user_6600 - $429.16
Sent: checkout - User: user_2796 - $401.62
Sent: checkout - User: user_6148 - $325.02
Sent: add_to_cart - User: user_2099 - $17.42
Sent: add_to_cart - User: user_1458 - $84.99
Sent: checkout - User: user_3975 - $449.24
Sent: add_to_cart - User: user_4784 - $451.48
Sent: add_to_cart - User: user_8187 - $294.03
Sent: add_to_cart - User: user_7028 - $295.24
Sent: checkout - User: user_3849 - $301.21
Sent: add_to_cart - User: user_1725 - $354.63
Sent: checkout - User: user_4018 - $108.44
Sent: add_to_cart - User: user_1399 - $373.55
Sent: add_to_cart - User: user_7218 - $494.51
Sent: add_to_cart - User: user_5000 - $249.66
Sent: checkout - User: user_7017 - $200.28
Sent: add_to_cart - User: user_6771 - $345.9
Sent: add_to_cart - User: user_2406 - $140.9
Sent: add_to_cart - User: user_6815 - $431.06
Sent: checkout - User: user_1019 - $70.88
Sent: add_to_cart - User: user_4724 - $165.22
Sent: add_to_cart - User: user_2989 - $471.88
Sent: add_to_cart - User: user_1338 - $216.11
Sent: add_to_cart - User: user_9373 - $237.05
Sent: add_to_cart - User: user_3203 - $297.4
Sent: checkout - User: user_4176 - $241.96
Sent: add_to_cart - User: user_8811 - $122.9
Sent: add_to_cart - User: user_4018 - $455.12
Sent: add_to_cart - User: user_3473 - $339.12
Sent: add_to_cart - User: user_7799 - $444.65
Sent: checkout - User: user_4415 - $265.89
Sent: add_to_cart - User: user_9051 - $165.02
Sent: add_to_cart - User: user_7806 - $53.86
Sent: add_to_cart - User: user_4775 - $483.47
Sent: add_to_cart - User: user_2630 - $409.68
Sent: checkout - User: user_6876 - $102.74
Sent: checkout - User: user_7528 - $378.49
Sent: add_to_cart - User: user_9336 - $405.0
Sent: add_to_cart - User: user_5314 - $117.47
Sent: checkout - User: user_5739 - $374.1
Sent: checkout - User: user_4041 - $367.17
Sent: checkout - User: user_7882 - $413.89
Sent: add_to_cart - User: user_5265 - $210.88
Sent: add_to_cart - User: user_2568 - $157.14
Sent: checkout - User: user_3169 - $427.79
Sent: add_to_cart - User: user_7092 - $290.14
Sent: add_to_cart - User: user_8430 - $456.38
Sent: add_to_cart - User: user_9964 - $285.29
Sent: add_to_cart - User: user_7832 - $47.11
Sent: add_to_cart - User: user_5243 - $161.47
Sent: add_to_cart - User: user_1598 - $271.3
Sent: add_to_cart - User: user_2853 - $375.38
Sent: add_to_cart - User: user_7819 - $200.11
Sent: checkout - User: user_5022 - $123.71
Sent: add_to_cart - User: user_4572 - $15.3
Sent: add_to_cart - User: user_1313 - $408.6
Sent: add_to_cart - User: user_5611 - $59.82
Sent: checkout - User: user_7812 - $171.06
Sent: checkout - User: user_9574 - $135.27
Sent: checkout - User: user_7912 - $55.19
Sent: add_to_cart - User: user_3638 - $85.31
Sent: add_to_cart - User: user_9395 - $455.13
Sent: add_to_cart - User: user_1159 - $277.96
Sent: checkout - User: user_2262 - $339.33
Sent: add_to_cart - User: user_6982 - $262.11
Sent: add_to_cart - User: user_2751 - $343.78
Sent: checkout - User: user_9693 - $332.26
Sent: add_to_cart - User: user_6903 - $10.35
Sent: add_to_cart - User: user_6740 - $46.16
Sent: checkout - User: user_9495 - $10.06
Sent: add_to_cart - User: user_7358 - $377.7
Sent: add_to_cart - User: user_8203 - $55.38
Sent: add_to_cart - User: user_6812 - $185.03
Sent: add_to_cart - User: user_4607 - $446.69
Sent: add_to_cart - User: user_9232 - $451.12
Sent: add_to_cart - User: user_1491 - $395.29
Sent: add_to_cart - User: user_9819 - $348.46
Sent: checkout - User: user_5279 - $27.21
Sent: add_to_cart - User: user_2943 - $110.56
Sent: add_to_cart - User: user_6361 - $15.96
Sent: add_to_cart - User: user_7007 - $189.4
Sent: add_to_cart - User: user_3104 - $465.53
Sent: add_to_cart - User: user_5748 - $194.14
Sent: add_to_cart - User: user_3089 - $175.06
Sent: add_to_cart - User: user_6055 - $276.87
Sent: add_to_cart - User: user_9362 - $87.14
Sent: add_to_cart - User: user_7963 - $93.69
Sent: add_to_cart - User: user_8774 - $439.14
Sent: add_to_cart - User: user_1500 - $441.41
Sent: checkout - User: user_5028 - $56.21
Sent: add_to_cart - User: user_1636 - $80.27
Sent: add_to_cart - User: user_6125 - $127.49
Sent: add_to_cart - User: user_7381 - $292.58
Sent: add_to_cart - User: user_7258 - $430.18
Sent: add_to_cart - User: user_9871 - $468.5
Sent: add_to_cart - User: user_6887 - $376.38
Sent: add_to_cart - User: user_8863 - $371.75
Sent: add_to_cart - User: user_8908 - $335.88
Sent: add_to_cart - User: user_4408 - $113.22
Sent: add_to_cart - User: user_4339 - $38.71
Sent: checkout - User: user_4424 - $336.71
Sent: add_to_cart - User: user_3538 - $449.18
Sent: add_to_cart - User: user_6270 - $20.74
Sent: add_to_cart - User: user_2498 - $357.44
Sent: add_to_cart - User: user_7704 - $461.33
Sent: add_to_cart - User: user_8347 - $210.68
Sent: add_to_cart - User: user_9431 - $402.33
Sent: add_to_cart - User: user_9483 - $416.98
Sent: add_to_cart - User: user_7618 - $375.99
Sent: checkout - User: user_4296 - $339.4
Sent: add_to_cart - User: user_7151 - $111.56
Sent: add_to_cart - User: user_5785 - $266.5
Sent: add_to_cart - User: user_3352 - $262.36
Sent: add_to_cart - User: user_4010 - $240.33
Sent: add_to_cart - User: user_4286 - $206.76
Sent: add_to_cart - User: user_7601 - $68.85
Sent: checkout - User: user_9225 - $231.46
Sent: add_to_cart - User: user_4989 - $30.72
Sent: checkout - User: user_2132 - $164.89
Sent: checkout - User: user_1326 - $264.77
Sent: add_to_cart - User: user_1011 - $400.0
Sent: add_to_cart - User: user_7318 - $238.37
Sent: add_to_cart - User: user_9977 - $427.35
Sent: add_to_cart - User: user_9925 - $123.03
Sent: add_to_cart - User: user_9958 - $403.99
Sent: add_to_cart - User: user_3175 - $396.17
Sent: checkout - User: user_3645 - $249.35
Sent: add_to_cart - User: user_1113 - $443.21
Sent: add_to_cart - User: user_6130 - $160.13
Sent: checkout - User: user_7844 - $241.77
Sent: add_to_cart - User: user_7651 - $478.68
Sent: add_to_cart - User: user_9536 - $186.09
Sent: add_to_cart - User: user_2125 - $96.96
Sent: checkout - User: user_3611 - $399.28
Sent: add_to_cart - User: user_5493 - $316.24
Sent: add_to_cart - User: user_3057 - $30.65
Sent: add_to_cart - User: user_2519 - $349.6
Sent: add_to_cart - User: user_6354 - $492.11
Sent: checkout - User: user_9107 - $50.55
Sent: add_to_cart - User: user_3599 - $142.95
Sent: add_to_cart - User: user_1791 - $193.25
Sent: checkout - User: user_7891 - $269.55
Sent: add_to_cart - User: user_1184 - $165.1
Sent: add_to_cart - User: user_9204 - $371.42
Sent: add_to_cart - User: user_6826 - $286.32
Sent: add_to_cart - User: user_5690 - $328.54
Sent: checkout - User: user_1296 - $304.33
Sent: checkout - User: user_5631 - $87.59
Sent: checkout - User: user_5819 - $191.06
Sent: checkout - User: user_7482 - $444.25
Sent: add_to_cart - User: user_5700 - $397.42
Sent: add_to_cart - User: user_6224 - $215.39
Sent: checkout - User: user_1001 - $248.23
Sent: checkout - User: user_5896 - $82.17
Sent: add_to_cart - User: user_5205 - $120.08
Sent: add_to_cart - User: user_3097 - $312.33
Sent: add_to_cart - User: user_5556 - $465.16
Sent: add_to_cart - User: user_4554 - $340.22
Sent: add_to_cart - User: user_3536 - $466.71
Sent: add_to_cart - User: user_3651 - $217.36
Sent: checkout - User: user_7807 - $95.04
Sent: add_to_cart - User: user_8105 - $25.34
Sent: add_to_cart - User: user_2171 - $488.03
Sent: add_to_cart - User: user_5839 - $188.14
Sent: add_to_cart - User: user_6825 - $403.12
Sent: add_to_cart - User: user_1342 - $380.05
Sent: add_to_cart - User: user_6481 - $81.08
Sent: add_to_cart - User: user_8024 - $211.92
Sent: add_to_cart - User: user_4585 - $60.01
Sent: add_to_cart - User: user_3440 - $66.52
Sent: checkout - User: user_3260 - $351.66
Sent: add_to_cart - User: user_5447 - $433.02
Sent: add_to_cart - User: user_8729 - $186.62
Sent: add_to_cart - User: user_2579 - $114.54
Sent: add_to_cart - User: user_6528 - $365.6
Sent: add_to_cart - User: user_9277 - $256.74
Sent: checkout - User: user_2409 - $200.46
Sent: add_to_cart - User: user_9156 - $478.28
Sent: add_to_cart - User: user_5969 - $31.25
Sent: add_to_cart - User: user_4349 - $41.37
Sent: checkout - User: user_3778 - $371.1
Sent: checkout - User: user_1933 - $479.25
Sent: add_to_cart - User: user_5347 - $497.5
Sent: checkout - User: user_5063 - $87.84
Sent: add_to_cart - User: user_9130 - $229.75
Sent: add_to_cart - User: user_8629 - $90.56
Sent: add_to_cart - User: user_5267 - $470.95
Sent: checkout - User: user_4462 - $32.44
Sent: add_to_cart - User: user_6563 - $358.06
Sent: checkout - User: user_1747 - $464.74
Sent: add_to_cart - User: user_9163 - $164.29
Sent: checkout - User: user_8747 - $269.08
Sent: add_to_cart - User: user_9405 - $341.34
Sent: add_to_cart - User: user_1317 - $309.14
